company,title,pros,cons
Oracle,Applications Engineer,"Prestaciones, seguros, vales, descuentos, 12 días de vacaciones.",Se requiere dedicación y tiempo.
Oracle,opinion oracle,"100% trabajo en casa, flexibilidad de horarios y buen ambiente laboral",proyectos poco desafiantes poca interacción con los clientes
Oracle,Experiencia,"Buen ambiente Comodidades en la oficina, fruta, juegos etc",El rabajo no es full remoto Algun jefe de la vieja escuela.. No es horario flexible
Oracle,Una buena experiencia para Interns,"Buen mentoreo, training Buenas prestaciones Buen ambiente de trabajo",La cafetería está algo cara
Oracle,Buen ambiente,"Trabajo en equipo, gestion de personal bueno",Tiempo extra a veces no se reconoce totalmente
Oracle,Oracle México,Prestaciones muy generosas y buen ambiente,No tengo ninguna queja hasta ahora.
Oracle,Associate consultant,Buenas prestaciones Buen Salario Certificaciones,No existe equilibrio vida trabajo y tampoco crecimiento
Oracle,Oracle Database Administrator,"Sueldo competitivo, Bono de Restaurante y despensa mensuales, Utilidades, Seguro de Gastos Médicos Mayores y Menores, Apoyo en lentes, Aguinaldo, Premios por rendimiento trimestral (Bono de $200 Dls)","Largas Jornadas de Trabajo, Trabajo en fines de semana y Holidays, Turnos nocturnos, Distinción y aplicación de las reglas no iguales entre compañeros de trabajo, alta responsabilidad, favoritismos."
Oracle,Excelente,Buen ambiente laboral y esquema globalizado,"Incertidumbre e inestabilidad, muchos cambios en la estructura"
Oracle,Generalidades,Beneficios que brinda para todos los colaboradores,Enfoque de Liderazgo Regional en LAT
Oracle,Trabajo,"Homeoffice, capacitación, obra social y kit de bienvenida",Capaz el poco ajuste del salario
Oracle,Excelente lugar para trabajar,"Todos los beneficios de ley y más. Buen ambiente, buen entendimiento de management y de recursos humanos. El campus en Guadalajara es muy completo con gym, regaderas, amplio estacionamiento, una gran area de comida, etc. Nadie te checa, tu eliges tus horarios o si quieres ir a la oficina (puedes elegir hacer home office). En general mi experiencia fue muy satisfactoria, y el sueldo es bueno.","A pesar de que el sueldo es bueno, en 5 años prácticamente no incremento mi salario."
Oracle,Excelente compania para trabjar,Puedes llevar tu vida a la par con tu trabajo,Inestabilidad de las organizaciones internas
Oracle,Muy buena compañía,Horarios flexibles y muy bien ambiente,Las juntas pueden ser muy tarde dependiendo de tu equipo
Oracle,Poca oportunidad de crecer,Buenas prestaciones y posibilidad de trabajar desde casa,Mucha rotación de personal debido a la poca oportunidad de crecimiento
Oracle,Ev,"Buen sueldo, prestaciones superiores a las de ley",No tienes.vida más que para el trabajo
Oracle,Support,Empresa completa en cuanto a la vanguardia en Cloud,No hay incrementos de sueldo
Oracle,Excelent place to work,"Schedule flexibility, home office, great caring for their employees.","Procedures are still developing, you need to know about too many products"
Oracle,10,Capacitaciones y certificaciones en líneas generales,"Sueldo solamente, nada más según recuerdo"
Oracle,Excelente empresa,"Excelente prestaciones, buenos contactos y burn ambiente laboral.","Muy demandante, no hay horarios de trabajo. Tardas mucho en subir de posición."
Oracle,Buena experiencia,"Buscan crecer en todo momento, apoyan y procura a sus empleados",No hay desventajas. Fue un buen experiencia
Oracle,Sin futuro,"Oficinas bien ubicadas en Malaga, Madrid y Barcelona","No existen las carreras internas, salvo para “friends & family”. En lugar de una gran empresa o una empresa grande, son un conjunto de chiringuitos sin coordinación alguna entre ellos."
Oracle,Mala,Vending machine osde 310 Posibilidad de movilidad dentro de la empresa en otra línea de negocio,Bajos sueldos Trabajo presencial. Dentro de la línea no hay crecimiento
Oracle,Buena empresa,"Sueldo competitivo, excelentes prestaciones, equilibrio trabajo-salud",No encuentro alguna por el momento
Oracle,Ingenieria,Tambien dan seguro de gastos médicos mayores y menores. Horario muy flexible.,Solo te aumentan el salario cuando subes de nivel.
Oracle,Excelente para recién egresado,Buen sueldo Buen ambiente laboral Home office,"Dependido tu manager afectará tu experiencia laboral Al trabajar mucho con indios, si tu manager no pone un alto, los horarios podrían ser demasiado pesados"
Oracle,Evaluación Oracle,"Buenas prestaciones, capacitación, certificaciones, computadora en muy buenas condiciones, ambientes de prueba.","Difícil aumento de sueldo y cambio de área, el cambio de área no garantiza aumento de sueldo tampoco."
Oracle,Oracle,El mejor lugar para trabajar,Ninguna hasta el momento que yo haya visto
Oracle,Cloud Solution Engineer | Oracle,Tiene un gran ambiente laboral,Pagan sueldos bajos en comparación a otras empresas del sector
Oracle,Excelente equipo de trabajo,"Buenas prestaciones, trabajo remoto, desarrollo profesional","No tengo hasta el momento, llevo 8 meses dentro de la empresa"
Oracle,ventas digitales,"Excelente para construir futuro, un fondo de empleados con beneficios economicos interesantes asi como un aporte adicional de Oracle hacia sus empleados","Salario netamente economico, se queda corto en otros beneficios parte de un salario emocional"
Oracle,Good company,It has a good salary,I have working with old technologies
Oracle,No hay oportunidades de crecimiento,"Los días de vacaciones son acumulables hasta 2 años, en navidad México tiene 2 semanas libres y buenas prestaciones","No puedes crecer dentro de la empresa a menos que cambies de puesto, ponen muchas trabas para aumento de salario pero siempre aumentan las responsabilidades"
Oracle,DFSGAG,buenos bonos largo periodo vacacional,"poco flexible, sueldos bajos periodos largos"
Oracle,Buena empresa,Buena empresa. Muy buena empresa y buenos beneficios,Proyectos complejos y con falta de guidance
Oracle,OCI Oracle TPM,"Buen salario, buenas prestaciones, muy buenas instalaciones en GDL.","Dificil subir de puesto u obtener mejor salario, es más fácil cambiar de equipo o de trabajo que obtener un incremento salarial."
Oracle,Una secta mas,"Un modelo equivocado fuera de EEUU, pero con grandes ventajas de aprendizaje autonomo interno","Te puedes llegar a sentir solo, hablan del ""together"", pero es mas bien un ""alone"""
Oracle,No lo recomiendo a menos que seas vendedor,Los beneficios de una empresa grande,No hay forma de mejorar
Oracle,Evaluacion,"Buenas prestaciones, sueldos y las instalaciones",Dificil escalar y subir de puesto
Oracle,Empresa líder en Base de datos Cloud,"Innovación constante, sueldos competitivos al ingresar y relacionamiento con grandes empresas en mexico.",No aumentan el sueldo anualmente por inflación.
Oracle,Intern,"Las prestaciones, sueldos y oportunidad de crecimiento son bastante atractivos","Buscaba un trabajo como intern para poder aprender antes de adentrarme de manera profesional, lo cual fue un poco complicado debido al Selfservice. No creo haber aprendido lo suficiente. Aunque varía dependiendo el team"
Oracle,Muy buena empresa,Tienes muchos cursos que puedes tomar. Buen ambiente laboral Buenas prestaciones,"Es un trabajo que consumirá mucho de tu tiempo, y no se limita a lunes y viernes"
Oracle,Excelente lugar,"Flexibilidad en horarios, balance vida personal y profesional, evaluaciones con base en resultados",Poco lugar para crecer profesionalmente y aumentos de salarios un poco chicos
Oracle,Negocia bien tu sueldo al inicio,"Flexibilidad, instalaciones buenas, prestaciones decentes y buen ambiente.",Negocia bien tu sueldo. La evaluación para incrementarlo es altamente subjetiva y usualmente nunca es a favor del empleado.
Oracle,Multinacional con poco interes demostrable en retener a los emlpleados,Flexibilidad en los horarios y trabajo remoto,Salario no acorde a la situacion del pais
Oracle,Instalaciones de primer nivel,Tienes prestaciones superiores a las de ley,"El transporte público no llega a la empresa, hay que caminar"
Oracle,Excelente,"Buenas prestaciones, buen sueldo, excelente ambiente laboral.",Mucha variación entre cargas de trabajo en las distintas áreas a pesar de que el sueldo es similar
Oracle,Consultor,Buenas condiciones tanto economicas como interpersonales.,"ninguna, la verdad es que siempre me trataron perfecto."
Oracle,Excelente,"Buen ambiente laboral y sueldo, dan muchos regalos constantemente y eventos en el campus",Entrar con un buen sueldo ya que no te sube ningún % hasta aproximadamente 2 años
Oracle,Gran Empresa,Empresa internacional con un fantástico ambiente laboral y buenas condiciones salariales.,"No encuentro ninguna desventaja, mi experiencia siempre ha sido positiva."
Oracle,Consultor Tecnico,"Flexibilidad de Horario, material de aprendizaje, certificaciones, obra social","El sueldo es bajísimo, no hay muchos beneficios"
Oracle,Una experiencia increible,Es de la empresa donde mas se cobra siendo intern,No hay ticket restaurant para becarios
Oracle,Para hacer experiencia,"Un rol y sobre todo, una linda empresa, para crecer y establecer buenos vínculos.","Time consumption excesivo, poco mantenible en el tiempo."
Oracle,Desde mi perspectiva de intern,"Excelente ambiente, e instalaciones. Todos te apoyan a que aprendas a realizar tu trabajo",Recursos humanos es un departamento muy ineficiente
Oracle,Enfoque en el empleado,"Beneficios extras, salario competitivo y compensación variable","Están en constante renovación y reestructuran la organización cada 6 o 9 meses, en Latinoamérica pregonan ser inclusivos pero empezando por el líder de ventas de apps en Latinoamérica es misógino, no les importa los empleados y los errores de la VP se los trasladan y excusan en los empleados"
Oracle,Empresa,"Crecimiento profesional, estabilidad, clima laboral",Difícil balancear trabajo vs vida personal
Oracle,Oracle sr,Stocks convivencia prestaciones ambiente campus,Mucho trabajo y malos aumentos
Oracle,Excelente ambiente,"Prestaciones muy superiores a las ""normales.","Salario debajo de la media, incrementos salariales escasos."
Oracle,Buen trabajo,Excelente ambiente laboral y buenos beneficios,Uso de aplicaciones propias de Oracle
Oracle,Oracle,El proyecto en el que estoy esta muy balanceado entre tareas y el equipo,Los managers pueden ocultar información respecto a tu posición. O el futuro del proyecto.
Oracle,Education Sales Rep,- Salary - Market position - Challenging job - Good oportunity,- Toxic work environment - Aggressive sales tactics that lead to customer alienation - Zero customer satisfaction efforts
Oracle,muy buena empresa,"flexibilidad , apredizaje , bien pagado",lo unico es que tienes que buscarte la vida casi para todo
Oracle,Good,"Buenas prestaciones, seguro, buena paga y buen ambiente laboral","Mucho tiempo, pesado, ocupado, dificil"
Oracle,Gran lugar con excelentes beneficios y presentación,Muy buenas prestaciones y beneficios,Poco crecimiento laboral y oportunidades de crecer
Oracle,la mejor empresa de IT,alta flexibilidad. muchas beneficios y prestacion superiores a la ley increible ambiete de trabajo,"Ninguna, a veces es dificil subir de sueldo"
Oracle,gran empresa,"oracle es una gran empresa y paga, o sea, uno vende y paga sus comisiones. Es muy retador estar en ventas en Oracle, pero creo que en todos lados","no escucha al 100% en mejoras hacia cambios importantes, cada quien está en lo suyo."
Oracle,Buena empresa con buenas prestaciones,"Empresa de renombre mundial, al menos mi poryecto es muy flexible y agradable. Trabajo de Homeoffice y todo perfecto.","Para la mayoría el pago mensual es pesado, yo ya me acostumbre."
Oracle,Goals,Gran ambiente trabajo en equipo flexibilidad de horario,Pago de nomina en un solo evento mensual
Oracle,Buen lugar para mejorar,Oportunidades de aprendizaje y crecimiento accesible para todos,Posibilidad de ascenso en el organigrama muy limitado
Oracle,intern,"experiencia 100 de 10, todo es aprendizaje","No hay peros, es muy buena pasantia"
Oracle,Compensación,"Fondo de ahorro, vales despensa y restaurantes, seguro menor y mayor",Un poco lento crescer de manera vertical
Oracle,Buena empresa para empezar,"Buena prepaga, lindas oficinas, algunos beneficios",Sueldos desactualizados y cada vez menos beneficios
Oracle,Gran lugar para crecer,Beneficios y oferta inicial son excelentes,Aumentos salariales son desproporciónales al aumento de responsabilidades
Oracle,Excelente lugar para trabajar,"En mi experiencia personal, la relacion trabajo vida personal es increible, la carga de trabajo es apropiada y mis colegas son muy atentos y dispuestos a trabajar en equipo",Me he dado cuenta que en otros equipos la carga de trabajo es mas fuerte y constante por lo que me gustaria remarcar mi experiencia ha sido muy buena
